category,state,price,year,avg_rating,business_suggestion
Health food store,NM,***,2015,4.55,Highly recommended
Middle Eastern restaurant,MS,**,2016,4.43,Recommended
Liquor store,MS,*,2021,4.47,Recommended
Soup restaurant,Unknown,**,2015,3.71,Recommended
Tapas restaurant,MS,**,2015,4.46,Recommended
Brunch restaurant,MS,**,2020,4.17,Recommended
Goldsmith,AL,***,2015,2.71,Discreet
Furniture store,WA,***,2021,4.41,Recommended
Lounge,WA,**,2016,4.10,Recommended
Safety equipment supplier,WA,***,2015,5.00,Highly recommended
Stationery store,NM,**,2015,2.90,Discreet
Lebanese restaurant,NH,*,2019,4.46,Recommended
Jewelry engraver,NH,**,2018,4.25,Recommended
Sandwich shop,AL,**,2020,4.29,Recommended
Night club,NM,**,2015,3.46,Discreet
Furniture store,MS,*,2019,4.05,Recommended
Burrito restaurant,AL,*,2016,3.56,Recommended
Video game rental kiosk,AL,*,2017,4.50,Recommended
Dart bar,MS,*,2017,4.25,Recommended
Cabinet store,AL,*,2015,4.00,Recommended
Performing arts theater,WA,*,2017,4.50,Recommended
Jewelry repair service,NM,**,2018,3.80,Recommended
Donations center,NH,*,2019,3.73,Recommended
Public bathroom,NM,*,2017,4.27,Recommended
Drug store,AL,**,2015,3.53,Recommended
Greeting card shop,WA,**,2021,3.32,Discreet
Home theater store,AL,**,2021,4.04,Recommended
Electronic parts supplier,NM,*,2019,3.62,Recommended
Spa,WA,**,2021,4.57,Highly recommended
Filipino restaurant,WA,**,2021,4.52,Highly recommended
Caterer,NH,**,2016,4.06,Recommended
Watch store,MS,***,2019,4.30,Recommended
Cocktail bar,NH,**,2018,4.37,Recommended
Brazilian restaurant,WA,***,2020,4.49,Recommended
Burrito restaurant,MS,*,2020,3.60,Recommended
Women's clothing store,NH,***,2016,4.36,Recommended
Tractor repair shop,AL,**,2021,5.00,Highly recommended
Karaoke,WA,*,2015,4.28,Recommended
Corporate office,WA,*,2018,4.42,Recommended
Yoga studio,NM,**,2020,3.33,Discreet
Topsoil supplier,NM,*,2019,4.42,Recommended
Barber supply store,MS,*,2016,3.89,Recommended
Greek restaurant,NH,*,2020,4.23,Recommended
Authentic Japanese restaurant,NM,**,2017,4.49,Recommended
Department store,MS,***,2020,4.31,Recommended
Puerto Rican restaurant,AL,*,2020,4.70,Highly recommended
Costume store,WA,**,2017,4.16,Recommended
School supply store,NM,**,2015,3.78,Recommended
Southern restaurant (US),NM,**,2017,4.28,Recommended
Indian restaurant,NM,**,2021,4.10,Recommended
Hardware store,NM,*,2020,4.05,Recommended
Small engine repair service,WA,***,2018,4.75,Highly recommended
Jewelry repair service,WA,***,2020,3.73,Recommended
Satellite communication service,WA,**,2015,4.00,Recommended
Health food store,AL,***,2015,3.57,Recommended
School supply store,NH,*,2020,4.05,Recommended
Tuxedo shop,NM,**,2018,3.86,Recommended
Jewelry store,WA,*,2020,4.07,Recommended
Modern izakaya restaurants,WA,**,2016,4.58,Highly recommended
Hair removal service,WA,**,2018,4.76,Highly recommended
Contractor,WA,*,2016,2.50,Discreet
Banquet hall,MS,**,2020,4.18,Recommended
Food service,NH,**,2020,4.52,Highly recommended
Tanning salon,WA,**,2018,4.47,Recommended
Hairdresser,MS,**,2019,4.25,Recommended
Landscaping supply store,MS,***,2018,4.41,Recommended
Outlet store,AL,**,2019,4.30,Recommended
Paintings store,NM,**,2016,4.07,Recommended
Promotional products supplier,NM,**,2016,3.11,Discreet
Pacific Northwest restaurant (US),WA,****,2017,4.77,Highly recommended
Swimwear store,WA,***,2015,2.67,Discreet
Video arcade,NM,*,2019,4.33,Recommended
Electronic parts supplier,MS,**,2019,4.31,Recommended
Event management company,NH,**,2015,5.00,Highly recommended
Children's furniture store,AL,**,2019,4.30,Recommended
Souvenir store,NM,*,2015,1.00,Not recommended
Bridal shop,NH,**,2018,4.39,Recommended
Cafe,WA,**,2021,4.31,Recommended
Flooring store,MS,*,2016,3.62,Recommended
Industrial equipment supplier,NM,***,2020,1.00,Not recommended
Mexican goods store,WA,**,2017,4.38,Recommended
Remodeler,MS,*,2016,1.00,Not recommended
Nail salon,AL,**,2020,4.56,Highly recommended
Cell phone accessory store,NH,**,2020,4.33,Recommended
Wedding venue,AL,**,2017,4.43,Recommended
Gastropub,NM,**,2018,4.32,Recommended
Distribution service,WA,**,2020,3.25,Discreet
Optician,AL,*,2020,3.90,Recommended
Television repair service,WA,**,2019,3.22,Discreet
Metaphysical supply store,WA,*,2020,4.58,Highly recommended
Clothing store,NH,***,2021,4.20,Recommended
Tex-Mex restaurant,WA,**,2015,3.76,Recommended
Paint manufacturer,NH,**,2015,5.00,Highly recommended
Bar,AL,*,2017,4.39,Recommended
Laser hair removal service,WA,**,2017,4.76,Highly recommended
Italian restaurant,NH,**,2017,4.19,Recommended
Telecommunications service provider,AL,*,2017,3.85,Recommended
Figurine shop,WA,****,2021,3.67,Recommended
Sushi restaurant,NM,***,2017,4.44,Recommended
Diner,MS,**,2021,3.85,Recommended
Cantonese restaurant,WA,**,2020,3.97,Recommended
Golf driving range,NH,*,2017,4.38,Recommended
Farm shop,NH,*,2016,4.50,Recommended
Storage facility,WA,*,2017,3.35,Discreet
Building materials supplier,AL,*,2019,4.20,Recommended
Delivery service,WA,*,2021,4.07,Recommended
Brunch restaurant,NM,**,2015,3.91,Recommended
Kitchen supply store,AL,*,2021,4.31,Recommended
Authentic Japanese restaurant,WA,*,2017,4.30,Recommended
Repair service,WA,**,2019,3.50,Discreet
Shopping mall,AL,***,2020,3.82,Recommended
Community garden,AL,*,2016,4.83,Highly recommended
Cheesesteak restaurant,WA,*,2020,3.97,Recommended
Modern Indian restaurant,WA,**,2015,4.60,Highly recommended
Plus size clothing store,AL,**,2018,4.25,Recommended
Book store,NH,*,2019,4.17,Recommended
Plus size clothing store,NM,**,2021,4.51,Highly recommended
Produce market,AL,**,2016,4.64,Highly recommended
Cheese shop,AL,**,2017,4.82,Highly recommended
Wine,WA,**,2015,4.10,Recommended
Hamburger restaurant,WA,*,2020,3.81,Recommended
Mattress store,NH,**,2021,4.73,Highly recommended
Appliance store,MS,**,2015,3.67,Recommended
Equipment rental agency,AL,**,2021,4.29,Recommended
Collectibles store,NM,**,2020,3.98,Recommended
Professional services,WA,*,2016,4.80,Highly recommended
Southeast Asian restaurant,WA,***,2016,4.32,Recommended
Carvery,WA,**,2020,4.08,Recommended
Tex-Mex restaurant,MS,**,2016,3.32,Discreet
Truck rental agency,WA,*,2020,3.73,Recommended
Candy store,WA,***,2018,4.56,Highly recommended
Vegetarian restaurant,NH,**,2019,4.17,Recommended
Confectionery,MS,**,2018,4.56,Highly recommended
Gift shop,AL,**,2020,4.16,Recommended
Vegan restaurant,NM,*,2017,4.31,Recommended
Optician,WA,**,2016,1.75,Not recommended
Italian restaurant,WA,**,2019,4.32,Recommended
Lighting store,NM,*,2017,3.87,Recommended
Grocery store,NM,***,2021,4.27,Recommended
Pacific Northwest restaurant (US),WA,****,2020,4.72,Highly recommended
Yacht broker,WA,**,2019,4.88,Highly recommended
Dry wall supply store,MS,*,2018,3.00,Discreet
Bathroom supply store,AL,*,2016,4.19,Recommended
Espresso bar,AL,*,2021,4.22,Recommended
Air conditioning repair service,MS,*,2018,4.08,Recommended
Beauty salon,NH,**,2015,3.00,Discreet
Theater company,WA,**,2021,5.00,Highly recommended
Lawn equipment rental service,MS,**,2017,3.95,Recommended
Department store,AL,*,2018,4.07,Recommended
Tool store,AL,*,2017,4.00,Recommended
Concert hall,WA,***,2021,4.75,Highly recommended
Irish pub,MS,**,2015,5.00,Highly recommended
Coffee store,NM,**,2015,3.78,Recommended
Volleyball court,NM,**,2020,3.60,Recommended
Salad shop,Unknown,*,2021,4.46,Recommended
T-shirt store,WA,*,2015,4.33,Recommended
Watch repair service,WA,***,2016,2.83,Discreet
Brunch restaurant,WA,***,2015,4.26,Recommended
Southeast Asian restaurant,NH,**,2021,4.60,Highly recommended
Tire shop,AL,**,2018,3.00,Discreet
Baby clothing store,AL,*,2021,4.36,Recommended
Variety store,NH,**,2021,4.38,Recommended
Brake shop,WA,*,2020,4.58,Highly recommended
Jeans shop,AL,*,2019,4.41,Recommended
Refrigerator repair service,NM,**,2020,3.56,Recommended
Alternative fuel station,MS,**,2017,4.05,Recommended
Brasserie,WA,**,2019,4.25,Recommended
Hardware store,WA,**,2020,4.40,Recommended
Banquet hall,WA,**,2015,4.06,Recommended
Shopping mall,AL,*,2016,4.41,Recommended
Yacht club,WA,**,2018,4.90,Highly recommended
Hobby store,NH,***,2020,4.63,Highly recommended
Painter,MS,*,2018,4.08,Recommended
American restaurant,AL,*,2016,3.82,Recommended
Wood floor installation service,WA,*,2015,3.43,Discreet
Cafeteria,NH,*,2015,4.00,Recommended
T-shirt store,NM,**,2018,4.32,Recommended
Roman restaurant,WA,***,2021,4.50,Recommended
Buffet restaurant,AL,*,2015,3.53,Recommended
Collectibles store,NH,**,2017,3.76,Recommended
Mediterranean restaurant,MS,*,2019,4.39,Recommended
Corporate gift supplier,WA,**,2020,4.73,Highly recommended
Performing arts group,WA,**,2019,4.69,Highly recommended
Butcher shop deli,WA,**,2017,4.62,Highly recommended
Vitamin & supplements store,NM,**,2017,4.29,Recommended
Car repair and maintenance,NH,**,2021,4.27,Recommended
Halal restaurant,Unknown,*,2021,4.68,Highly recommended
Bar restaurant furniture store,WA,*,2016,4.00,Recommended
Hardware store,MS,*,2016,3.82,Recommended
Clothing store,MS,***,2020,4.48,Recommended
Watch repair service,NH,**,2018,4.57,Highly recommended
East African restaurant,WA,**,2017,4.51,Highly recommended
Jeweler,WA,**,2016,3.73,Recommended
Sportswear store,WA,**,2017,3.63,Recommended
Video game store,MS,**,2015,4.14,Recommended
Bar,NH,***,2017,4.25,Recommended
Garden furniture shop,AL,*,2020,4.28,Recommended
Cheesesteak restaurant,NH,*,2020,4.47,Recommended
Wedding store,WA,***,2015,3.05,Discreet
Moving supply store,WA,*,2015,3.41,Discreet
Grocery store,AL,*,2017,4.11,Recommended
Hot dog restaurant,NH,**,2020,4.39,Recommended
Biryani restaurant,WA,**,2018,3.38,Discreet
Liquor store,AL,**,2018,4.81,Highly recommended
Wine bar,WA,***,2016,4.27,Recommended
Art cafe,WA,*,2019,4.63,Highly recommended
Optometrist,MS,*,2021,5.00,Highly recommended
Roofing supply store,WA,*,2021,3.77,Recommended
Window installation service,WA,*,2016,2.50,Discreet
Halal restaurant,AL,*,2015,4.27,Recommended
Liquor store,AL,**,2016,4.83,Highly recommended
Bowling alley,NH,*,2019,4.43,Recommended
Convenience store,NM,**,2015,3.11,Discreet
Boat ramp,WA,*,2019,4.51,Highly recommended
Maternity store,AL,**,2019,4.44,Recommended
Teppanyaki restaurant,MS,**,2016,4.04,Recommended
Topsoil supplier,NM,*,2017,3.70,Recommended
Lawn mower store,NM,**,2015,3.50,Discreet
Sportswear store,NM,***,2021,3.44,Discreet
Youth clothing store,NH,**,2021,4.38,Recommended
Brewery,WA,*,2021,4.85,Highly recommended
Vegan restaurant,NH,**,2020,4.50,Highly recommended
Toy store,NH,*,2018,4.04,Recommended
Eclectic restaurant,WA,**,2021,3.94,Recommended
Ham shop,WA,**,2021,3.67,Recommended
Blueprint service,WA,**,2017,5.00,Highly recommended
Banquet hall,WA,*,2016,4.41,Recommended
Internet service provider,NH,**,2020,4.50,Recommended
Bakery,MS,*,2021,4.28,Recommended
Wholesaler,WA,**,2015,4.75,Highly recommended
Lighting store,AL,***,2017,3.55,Recommended
Warehouse store,AL,**,2017,4.61,Highly recommended
Delivery Chinese restaurant,AL,**,2019,4.24,Recommended
Box lunch supplier,AL,*,2017,4.40,Recommended
Hawaiian goods store,NM,**,2016,4.14,Recommended
Dessert restaurant,NM,**,2017,4.16,Recommended
Painting,NH,**,2020,4.63,Highly recommended
Shipping and mailing service,NM,**,2015,2.81,Discreet
Wedding venue,NH,**,2016,4.64,Highly recommended
Diamond dealer,NM,***,2017,2.67,Discreet
Sandwich shop,WA,**,2016,4.21,Recommended
Israeli restaurant,WA,**,2021,4.71,Highly recommended
Gastropub,NH,***,2016,4.40,Recommended
Grill store,WA,**,2019,4.43,Recommended
Fastener supplier,NM,***,2015,1.00,Not recommended
Dessert restaurant,WA,**,2016,4.06,Recommended
Fuel pump,MS,*,2019,2.31,Discreet
Optician,NH,*,2018,2.73,Discreet
Paper distributor,NM,**,2018,4.08,Recommended
Painting,MS,**,2015,4.38,Recommended
Coffee store,WA,*,2017,4.34,Recommended
Handbags shop,WA,***,2017,3.33,Discreet
Tex-Mex restaurant,WA,**,2018,4.26,Recommended
Movie rental store,NM,*,2015,3.59,Recommended
Beauty supply store,WA,**,2018,3.47,Discreet
Produce market,NM,**,2018,4.59,Highly recommended
Box lunch supplier,MS,*,2020,4.13,Recommended
Live music venue,NM,*,2016,3.82,Recommended
Appliance repair service,NH,**,2016,4.61,Highly recommended
Food bank,NH,*,2016,2.71,Discreet
Leather coats store,WA,***,2015,2.00,Not recommended
Organic shop,WA,**,2017,4.33,Recommended
Car repair and maintenance,AL,**,2017,4.56,Highly recommended
American restaurant,Unknown,**,2021,4.10,Recommended
Deli,NH,**,2017,4.56,Highly recommended
Truck stop,MS,*,2015,1.80,Not recommended
Telecommunications service provider,NM,*,2017,3.52,Recommended
Window treatment store,NH,*,2015,3.81,Recommended
Car repair and maintenance,NH,**,2017,4.24,Recommended
Delivery Restaurant,WA,**,2015,3.82,Recommended
Ice cream shop,AL,***,2017,3.77,Recommended
American restaurant,NH,**,2016,4.11,Recommended
Chinese restaurant,MS,*,2019,4.09,Recommended
Bicycle repair shop,WA,*,2018,4.70,Highly recommended
Sign shop,NH,**,2019,3.74,Recommended
Hat shop,AL,**,2018,4.34,Recommended
Paintings store,NM,**,2018,4.79,Highly recommended
Goldsmith,AL,**,2017,1.92,Not recommended
Medical supply store,AL,**,2019,3.20,Discreet
Noodle shop,MS,*,2017,4.43,Recommended
ATM,NH,*,2017,3.99,Recommended
Brewpub,WA,**,2021,4.47,Recommended
Beer hall,WA,**,2019,4.44,Recommended
Event venue,WA,***,2019,4.31,Recommended
Distribution service,MS,***,2017,3.88,Recommended
Cable company,WA,**,2021,1.00,Not recommended
Pizza takeaway,MS,*,2021,3.43,Discreet
Southwestern restaurant (US),NM,*,2021,4.42,Recommended
Boat rental service,AL,**,2017,4.22,Recommended
Karaoke,NM,**,2019,4.35,Recommended
Bakery,WA,***,2018,4.51,Highly recommended
Party store,MS,*,2017,4.14,Recommended
Department store,AL,***,2017,4.22,Recommended
Contemporary Louisiana restaurant,NH,**,2021,4.50,Recommended
ATM,AL,**,2021,3.07,Discreet
Furniture store,MS,**,2015,3.67,Recommended
Latin American restaurant,AL,***,2015,3.61,Recommended
Sushi takeaway,MS,*,2021,3.78,Recommended
Pub,MS,*,2021,4.03,Recommended
Chocolate shop,MS,**,2016,3.63,Recommended
Restaurant,AL,**,2021,4.19,Recommended
Rug store,NM,*,2015,3.56,Recommended
College,NM,*,2015,4.00,Recommended
Coffee shop,Unknown,**,2021,4.06,Recommended
Bar PMU,NM,*,2021,4.62,Highly recommended
Buffet restaurant,MS,**,2016,4.19,Recommended
Hot dog stand,AL,*,2015,4.28,Recommended
Mediterranean restaurant,NM,**,2015,4.54,Highly recommended
Cheese shop,AL,**,2020,4.78,Highly recommended
Mailing service,MS,**,2018,3.89,Recommended
Beach volleyball court,WA,*,2016,4.25,Recommended
Snack bar,WA,**,2016,4.52,Highly recommended
Korean beef restaurant,WA,**,2020,4.81,Highly recommended
Espresso bar,AL,**,2018,4.18,Recommended
Art studio,WA,**,2020,4.65,Highly recommended
Photocopiers supplier,AL,**,2018,5.00,Highly recommended
Lawn mower repair service,AL,***,2020,4.45,Recommended
Shoe store,MS,**,2020,4.21,Recommended
Dim sum restaurant,WA,*,2016,4.18,Recommended
Wine store,MS,***,2015,4.50,Recommended
Ice cream shop,NH,*,2016,4.30,Recommended
Hoagie restaurant,AL,*,2017,5.00,Highly recommended
Medical supply store,AL,*,2016,3.77,Recommended
Electronic parts supplier,NH,**,2020,4.15,Recommended
Baking supply store,WA,***,2016,4.42,Recommended
Furniture store,WA,***,2019,4.25,Recommended
Cafeteria,MS,**,2019,4.07,Recommended
Glass etching service,MS,**,2021,5.00,Highly recommended
Spanish restaurant,NH,***,2015,4.80,Highly recommended
Central American restaurant,WA,**,2015,3.83,Recommended
Electronics store,NM,***,2015,2.87,Discreet
Car repair and maintenance,NM,*,2016,4.00,Recommended
Fashion accessories store,NM,**,2018,4.09,Recommended
Bar,NM,****,2016,4.35,Recommended
Southwestern restaurant (US),AL,**,2020,4.11,Recommended
RV storage facility,WA,*,2019,3.95,Recommended
Vegetarian restaurant,NH,*,2020,3.60,Recommended
Shredding service,NM,**,2020,3.58,Recommended
Kitchen supply store,MS,**,2020,2.38,Discreet
Public bathroom,NH,*,2020,3.21,Discreet
Window treatment store,NH,**,2019,4.43,Recommended
Building materials supplier,NH,*,2020,4.05,Recommended
Asian fusion restaurant,AL,*,2017,4.40,Recommended
Refrigerator store,AL,**,2016,4.10,Recommended
Irish pub,AL,*,2018,4.00,Recommended
Coffee store,MS,**,2017,3.90,Recommended
Recycling center,AL,**,2016,4.33,Recommended
Raw food restaurant,WA,**,2020,4.61,Highly recommended
Fashion accessories store,NM,***,2019,3.89,Recommended
Propane supplier,AL,*,2018,2.71,Discreet
Southwestern restaurant (US),NM,*,2016,3.76,Recommended
Takeout restaurant,WA,**,2016,3.85,Recommended
Portuguese restaurant,WA,**,2016,5.00,Highly recommended
Organic restaurant,NM,***,2017,4.66,Highly recommended
Equipment supplier,WA,***,2017,3.23,Discreet
Eritrean restaurant,WA,*,2015,5.00,Highly recommended
Hamburger restaurant,Unknown,*,2019,3.19,Discreet
Japanese restaurant,WA,****,2017,4.63,Highly recommended
Perfume store,NH,**,2015,3.33,Discreet
Goldsmith,AL,**,2019,4.24,Recommended
Indian restaurant,NM,**,2020,4.36,Recommended
Fine dining restaurant,NM,***,2015,3.94,Recommended
Tractor repair shop,AL,***,2016,5.00,Highly recommended
Japanese restaurant,NH,**,2015,4.05,Recommended
Variety store,AL,**,2017,3.63,Recommended
Silversmith,NM,***,2015,2.77,Discreet
Pan-Latin restaurant,NM,***,2017,4.53,Highly recommended
Metal detecting equipment supplier,WA,**,2017,4.09,Recommended
Cleaning products supplier,WA,**,2020,5.00,Highly recommended
Logistics service,AL,**,2018,3.78,Recommended
Wholesaler,WA,**,2021,4.04,Recommended
Landscaping supply store,NH,*,2015,4.50,Recommended
Modern European restaurant,WA,**,2019,4.49,Recommended
Auction house,WA,**,2017,4.30,Recommended
Buffet restaurant,NM,*,2020,4.07,Recommended
Body piercing shop,AL,**,2018,4.57,Highly recommended
Gas station,WA,*,2019,3.00,Discreet
Boat dealer,WA,**,2015,5.00,Highly recommended
Barbecue area,AL,**,2021,4.48,Recommended
Wedding bakery,WA,*,2019,4.49,Recommended
Halal restaurant,AL,**,2020,4.44,Recommended
Box lunch supplier,MS,**,2021,4.03,Recommended
Self service car wash,WA,**,2021,3.75,Recommended
Juice shop,AL,**,2017,4.10,Recommended
New American restaurant,WA,*,2016,4.46,Recommended
Airbrushing service,WA,*,2018,4.37,Recommended
Lighting store,MS,*,2020,4.21,Recommended
Australian restaurant,NH,**,2019,4.00,Recommended
Caterer,NH,*,2019,3.85,Recommended
Packaging supply store,MS,*,2017,3.95,Recommended
Jeans shop,WA,**,2019,4.32,Recommended
Auto parts store,MS,**,2021,4.50,Recommended
Dog day care center,WA,**,2016,4.08,Recommended
Lawn mower store,AL,*,2019,4.29,Recommended
Caribbean restaurant,MS,*,2021,4.64,Highly recommended
Hardware store,NH,**,2015,3.88,Recommended
Seafood restaurant,NH,****,2019,4.68,Highly recommended
Authentic Japanese restaurant,AL,**,2019,4.51,Highly recommended
Rest stop,WA,**,2019,4.37,Recommended
Glassware store,AL,**,2019,4.37,Recommended
Business center,AL,**,2017,3.40,Discreet
Office equipment supplier,NM,**,2018,4.08,Recommended
Dim sum restaurant,WA,***,2015,4.71,Highly recommended
Automobile storage facility,WA,*,2017,4.56,Highly recommended
Lawn mower store,NH,*,2021,4.25,Recommended
Comedy club,WA,*,2018,4.04,Recommended
Liquor store,AL,**,2021,3.67,Recommended
Trailer supply store,NM,*,2021,3.18,Discreet
