category,state,price,year,avg_rating,business suggestion
Safety equipment supplier,WA,***,2015,5.0,Highly recommended
Event venue,WA,***,2017,4.3186525406998975,Recommended
Delivery service,NM,**,2016,4.066769208482637,Recommended
Collectibles store,NH,**,2016,3.688216366966367,Recommended
Tour operator,MS,**,2015,3.375,Discreet
Buffet restaurant,AL,**,2017,3.9898886524210826,Recommended
Discount store,NH,*,2018,4.050569445316161,Recommended
Lumber store,NH,**,2017,4.5,Recommended
Baking supply store,AL,**,2021,4.356752410967646,Recommended
Steak house,AL,****,2019,4.548193011592616,Highly recommended
Marketing consultant,AL,**,2018,4.763137928898798,Highly recommended
Pet store,NH,*,2019,4.486691320823631,Recommended
Garage builder,MS,*,2016,1.0,Not recommended
Nightlife,MS,**,2020,4.565217391304348,Highly recommended
Swimming pool supply store,NH,**,2019,4.041666666666667,Recommended
Wholesale grocer,AL,*,2018,4.1747990571419376,Recommended
Turkish restaurant,NH,**,2020,4.453973249409913,Recommended
Ski shop,WA,***,2016,4.436067975917307,Recommended
South American restaurant,NM,***,2020,4.101176470588236,Recommended
Outdoor activity organiser,WA,***,2018,4.529679083680684,Highly recommended
New American restaurant,AL,***,2016,4.25,Recommended
Sportswear store,NM,**,2015,4.214285714285714,Recommended
Bagel shop,WA,**,2020,4.424522956135859,Recommended
Sweets and dessert buffet,WA,**,2020,4.045714285714285,Recommended
Tractor repair shop,AL,**,2021,5.0,Highly recommended
Hobby store,AL,**,2018,4.365257674754927,Recommended
Beverage distributor,MS,*,2020,4.0,Recommended
Playground,WA,*,2019,4.2272727272727275,Recommended
Stationery store,NM,**,2016,3.075269541778976,Discreet
Event venue,WA,*,2021,3.9479182930002596,Recommended
Jewelry store,WA,**,2016,3.423567805972379,Discreet
Cabinet store,NH,*,2020,4.1215203814249906,Recommended
Sushi restaurant,WA,****,2018,4.415423249550633,Recommended
Goldsmith,WA,***,2020,3.725972476191774,Recommended
Wholesaler,WA,***,2018,3.055555555555556,Discreet
Garden center,NH,**,2019,4.542885080960394,Highly recommended
Bank or ATM,NM,**,2020,3.0833333333333335,Discreet
Moving and storage service,WA,*,2015,3.4123737373737377,Discreet
Seafood market,AL,**,2015,4.135421245421245,Recommended
Beauty supply store,NH,**,2018,3.8688959631920357,Recommended
Bedroom furniture store,WA,*,2016,4.5866231377841284,Highly recommended
Burrito restaurant,AL,*,2020,3.730364765447318,Recommended
Angler fish restaurant,MS,**,2017,4.012396761992647,Recommended
Grocery delivery service,WA,**,2017,3.9215469570231725,Recommended
Japanese confectionery shop,WA,*,2016,4.111111111111111,Recommended
Hat shop,AL,**,2015,2.0,Not recommended
Ice cream shop,AL,**,2018,4.330021141975482,Recommended
Rug store,Unknown,*,2017,3.635294117647059,Recommended
Welding supply store,NH,*,2019,4.833333333333333,Highly recommended
Boot store,WA,*,2019,3.6542360810527668,Recommended
Party store,NM,*,2020,4.123155441638871,Recommended
Truck accessories store,NM,**,2020,3.3472222222222228,Discreet
Glass cutting service,NM,**,2021,4.552083333333333,Highly recommended
Bedroom furniture store,MS,***,2018,4.582350323875747,Highly recommended
Sandwich shop,NH,*,2020,3.862426009779447,Recommended
Guitar store,WA,**,2017,4.9375,Highly recommended
Club,WA,*,2016,4.428571428571429,Recommended
Delivery service,NM,*,2015,3.7532242063492065,Recommended
Truck rental agency,AL,*,2021,3.496937397228095,Discreet
Fish store,NH,**,2015,3.944444444444444,Recommended
Truck dealer,WA,**,2017,4.6421052631578945,Highly recommended
Office supply store,WA,**,2016,3.483339603638338,Discreet
Charcuterie,WA,**,2021,4.660256410256411,Highly recommended
Western apparel store,NM,**,2020,4.314598073968833,Recommended
Pie shop,WA,**,2020,4.085164451955993,Recommended
Warehouse club,NH,**,2019,3.6491366870677218,Recommended
Wi-Fi spot,MS,**,2020,4.479166666666667,Recommended
Crab house,NM,**,2015,3.4408163265306126,Discreet
Silversmith,NH,***,2017,2.507407407407408,Discreet
Plus size clothing store,WA,***,2021,4.477217246823106,Recommended
Pet trainer,NM,**,2019,4.234782608695652,Recommended
Dessert shop,MS,*,2017,4.291573171290729,Recommended
Airbrushing service,WA,*,2020,4.878787878787879,Highly recommended
Computer store,MS,*,2018,3.3333333333333335,Discreet
Computer service,AL,**,2018,3.95,Recommended
Southern restaurant (US),NH,**,2019,4.309677419354839,Recommended
Sushi takeaway,AL,**,2019,4.594594594594595,Highly recommended
Delivery Chinese restaurant,AL,*,2016,3.0,Discreet
Italian restaurant,WA,**,2017,4.23368025753101,Recommended
Video game store,MS,*,2019,4.372549019607843,Recommended
Fried chicken takeaway,WA,*,2019,4.273879750494271,Recommended
Knit shop,WA,**,2017,4.064586571608916,Recommended
Greeting card shop,WA,*,2015,4.5,Recommended
Snowboard shop,NH,**,2018,3.6,Recommended
Salad shop,WA,***,2020,4.689655172413793,Highly recommended
Key duplication service,WA,**,2017,4.436329365079365,Recommended
Women's clothing store,MS,**,2018,4.320141125843175,Recommended
Fried chicken takeaway,MS,*,2021,4.390326869175717,Recommended
Bridal shop,MS,***,2018,4.672623642722492,Highly recommended
American restaurant,MS,***,2015,4.036666666666667,Recommended
Cabinet store,Unknown,*,2017,3.635294117647059,Recommended
Women's clothing store,NM,**,2015,4.408333333333333,Recommended
Spanish restaurant,AL,**,2016,4.450549450549451,Recommended
Massage therapist,WA,*,2017,4.166666666666667,Recommended
Cafe,NH,**,2015,4.189068703897896,Recommended
Children's furniture store,WA,***,2020,3.75,Recommended
Mobile caterer,AL,**,2020,4.654320987654321,Highly recommended
Bait shop,AL,*,2017,4.642857142857143,Highly recommended
Department store,WA,**,2020,4.218085387572927,Recommended
Jewelry repair service,AL,**,2019,4.2327561327561325,Recommended
Bait shop,WA,**,2021,3.984578871420977,Recommended
Food bank,WA,*,2021,4.657222222222222,Highly recommended
Luggage store,NM,*,2018,4.170886075949367,Recommended
Baby store,MS,*,2015,4.166666666666667,Recommended
Photo shop,NM,**,2020,4.3686868686868685,Recommended
Pastry shop,NH,***,2015,4.5,Recommended
Truck accessories store,MS,**,2020,4.75,Highly recommended
Piano bar,MS,**,2016,4.671875,Highly recommended
Latin American restaurant,NM,**,2016,3.978859261343751,Recommended
Nightlife,WA,**,2018,4.746835443037975,Highly recommended
Furniture store,NH,**,2018,4.148202353944324,Recommended
Historical landmark,MS,**,2020,3.6699346405228757,Recommended
Cooking class,WA,**,2018,4.266720779220779,Recommended
Lighting store,WA,**,2020,4.318549119333734,Recommended
Fish store,NH,**,2020,4.328126284542767,Recommended
Brewery,WA,*,2017,4.569014421580206,Highly recommended
Swimwear store,NM,*,2018,4.256649064647728,Recommended
Microwave oven repair service,AL,**,2016,4.294117647058823,Recommended
Dessert shop,MS,*,2015,4.103628863826232,Recommended
Cocktail bar,NM,*,2015,4.035714285714286,Recommended
Kosher restaurant,WA,*,2020,4.138629968304338,Recommended
Lounge,AL,*,2015,4.131944444444444,Recommended
Sicilian restaurant,WA,**,2015,4.1,Recommended
Frozen dessert supplier,AL,*,2015,4.772486772486773,Highly recommended
Seafood restaurant,NM,**,2016,4.050908326146128,Recommended
Rental,MS,**,2021,3.8,Recommended
Barbecue restaurant,WA,*,2020,4.271906845306172,Recommended
Beauty salon,NM,**,2018,3.5100284679089024,Recommended
Pet supply store,MS,***,2021,4.666666666666667,Highly recommended
Outdoor furniture store,WA,***,2015,2.4166666666666665,Discreet
Tea house,NH,*,2017,4.824292452830189,Highly recommended
Event venue,WA,***,2020,4.477343914680642,Recommended
Tool repair shop,NM,*,2015,5.0,Highly recommended
Pharmacy,MS,*,2021,3.696969696969697,Recommended
Cabin rental agency,AL,**,2018,4.714285714285714,Highly recommended
Home improvement store,WA,**,2015,4.187853107344633,Recommended
Welding supply store,MS,*,2018,3.0,Discreet
Pool hall,AL,*,2016,4.16332300178454,Recommended
Movie rental kiosk,NH,*,2019,3.575,Recommended
Fish & chips restaurant,AL,*,2015,3.256410256410257,Discreet
Tire shop,WA,*,2020,3.399057024770692,Discreet
Hobby store,NM,***,2021,4.694444444444444,Highly recommended
Wholesale bakery,NH,**,2021,5.0,Highly recommended
Latin American restaurant,MS,**,2015,3.807344322344322,Recommended
Electrical equipment supplier,WA,**,2017,4.380396825396826,Recommended
Hobby store,NH,*,2020,4.382978723404255,Recommended
Chinese takeaway,WA,**,2019,4.089431235796368,Recommended
Electrical appliance wholesaler,NM,**,2016,1.0,Not recommended
Masonry supply store,NM,*,2021,4.636363636363637,Highly recommended
Sandwich shop,NH,*,2016,3.7935941080761246,Recommended
Sicilian restaurant,WA,**,2016,4.310897435897436,Recommended
Massage therapist,AL,**,2019,4.8,Highly recommended
Hat shop,MS,**,2015,5.0,Highly recommended
Neapolitan restaurant,WA,**,2017,4.152924267885936,Recommended
Store,MS,**,2015,4.962962962962963,Highly recommended
Cold noodle restaurant,WA,*,2020,4.414402173913043,Recommended
Skin care clinic,WA,**,2015,3.888888888888889,Recommended
Children's clothing store,NM,*,2015,3.9,Recommended
Banquet hall,WA,*,2020,4.280851063829788,Recommended
Cookie shop,WA,**,2018,3.9681822414771406,Recommended
Chicken wings restaurant,NM,*,2018,3.6048231811501608,Recommended
Custom t-shirt store,NH,**,2018,3.8566863077998597,Recommended
Vinyl sign shop,WA,**,2020,4.964285714285714,Highly recommended
Wine cellar,WA,**,2021,4.708333333333334,Highly recommended
Fabric store,WA,**,2020,4.223553560359333,Recommended
Box lunch supplier,AL,**,2015,3.605699855699856,Recommended
Coffee shop,Unknown,**,2019,4.176042983565107,Recommended
French restaurant,WA,**,2018,4.476794652683415,Recommended
Vegan restaurant,AL,*,2020,4.040435155779391,Recommended
Hardware store,WA,***,2021,4.583333333333334,Highly recommended
Hamburger restaurant,NM,**,2016,3.725498222954195,Recommended
Sushi takeaway,NM,**,2017,4.568047337278107,Highly recommended
Greek restaurant,NH,*,2015,4.242063492063492,Recommended
Truck dealer,NH,**,2017,4.237623762376238,Recommended
American restaurant,MS,****,2020,4.456272310045895,Recommended
Chinese noodle restaurant,NH,**,2019,4.242857142857143,Recommended
Mobile phone repair shop,WA,**,2020,3.1984623015873015,Discreet
Soul food restaurant,WA,*,2021,4.1674382869932725,Recommended
Luggage store,AL,***,2016,5.0,Highly recommended
Rustic furniture store,NH,**,2020,4.004464285714286,Recommended
Pretzel store,WA,*,2018,3.4451639479321137,Discreet
Wholesale bakery,WA,**,2017,4.616073904145404,Highly recommended
Southern Italian restaurant,WA,***,2021,1.0,Not recommended
Authentic Japanese restaurant,MS,**,2017,4.3,Recommended
Chinese takeaway,MS,**,2016,4.666666666666667,Highly recommended
Pakistani restaurant,WA,*,2021,5.0,Highly recommended
Banner store,NH,**,2020,4.293678160919541,Recommended
Nail salon,WA,*,2020,3.375,Discreet
Motorcycle dealer,AL,*,2018,3.75,Recommended
Freight forwarding service,NH,**,2018,5.0,Highly recommended
Southern restaurant (US),Unknown,**,2020,4.059674502712477,Recommended
Ear piercing service,NM,**,2020,4.406666666666666,Recommended
Paintings store,WA,**,2020,4.589242490219596,Highly recommended
Millwork shop,NM,*,2018,5.0,Highly recommended
Uniform store,AL,**,2018,3.9642857142857144,Recommended
Meal delivery,AL,*,2015,1.8,Not recommended
Tuxedo shop,MS,***,2019,4.2770562770562774,Recommended
Game store,NM,**,2016,4.179699248120301,Recommended
Pizza Takeout,WA,*,2016,3.6117190913378114,Recommended
Salvadoran restaurant,WA,*,2020,4.461631410313205,Recommended
Drug store,NM,*,2020,3.956245427058125,Recommended
Youth clothing store,NM,**,2017,4.25,Recommended
Janitorial service,AL,**,2016,5.0,Highly recommended
Oyster bar restaurant,NM,**,2018,4.390410958904109,Recommended
Corporate office,AL,*,2019,3.821428571428571,Recommended
Fishing store,NM,**,2017,4.666666666666667,Highly recommended
Greek restaurant,WA,**,2021,4.4577682441090225,Recommended
Outdoor furniture store,MS,*,2016,3.760924067864307,Recommended
Watch store,NM,***,2021,4.3973015873015875,Recommended
Gas station,MS,**,2016,3.9555854630457294,Recommended
Photo lab,NM,**,2021,4.296296296296297,Recommended
Paper distributor,NM,**,2018,4.080855207875605,Recommended
Dairy supplier,WA,**,2017,3.6666666666666665,Recommended
Tool rental service,NM,*,2017,3.0,Discreet
Animal rescue service,WA,*,2021,5.0,Highly recommended
Spice store,WA,***,2021,4.0,Recommended
Garden furniture shop,WA,*,2020,4.4459956709956705,Recommended
Women's clothing store,NM,**,2017,4.0425682773109255,Recommended
Dress store,AL,*,2017,4.243923611111112,Recommended
Watch repair service,NM,**,2017,2.7333333333333334,Discreet
Boot store,MS,**,2018,4.278383717288525,Recommended
Tool rental service,AL,**,2017,4.166666666666667,Recommended
Invitation printing service,AL,***,2017,4.555555555555555,Highly recommended
Commercial cleaning service,AL,**,2019,2.6,Discreet
Gay night club,AL,*,2018,4.055555555555555,Recommended
Movie rental kiosk,NM,*,2015,3.9166666666666665,Recommended
German restaurant,NH,**,2018,4.69811320754717,Highly recommended
Food producer,WA,*,2019,5.0,Highly recommended
Key duplication service,MS,**,2019,4.6466666666666665,Highly recommended
Music store,MS,*,2016,4.339678178963894,Recommended
Refrigerator repair service,WA,**,2015,3.902964262351614,Recommended
Dessert restaurant,MS,**,2016,4.5,Recommended
Church,NH,*,2015,5.0,Highly recommended
Pizza restaurant,WA,*,2021,4.045822081273118,Recommended
Steak house,NM,**,2016,3.767610178569087,Recommended
Electronics store,WA,*,2020,3.6585582178595546,Recommended
Distribution service,AL,**,2017,3.8105115730502725,Recommended
Biryani restaurant,WA,**,2016,4.039527027027027,Recommended
Dessert restaurant,WA,*,2021,3.9264952616144035,Recommended
Korean rib restaurant,WA,**,2020,5.0,Highly recommended
Toy store,NH,**,2019,4.126355507748134,Recommended
Western restaurant,WA,**,2021,4.153846153846154,Recommended
Plant nursery,WA,***,2021,4.72,Highly recommended
School supply store,NM,**,2021,3.806060606060606,Recommended
Buffet restaurant,WA,**,2021,3.7944414741118053,Recommended
Fusion restaurant,WA,*,2021,4.694915254237288,Highly recommended
Warehouse,AL,**,2016,4.0,Recommended
Stylist,MS,**,2016,1.0,Not recommended
Video game store,AL,*,2017,4.8,Highly recommended
Women's clothing store,AL,**,2017,4.014188709992708,Recommended
Poster store,AL,**,2018,4.131604571399257,Recommended
Cafe,MS,**,2017,4.2262646129800405,Recommended
Italian restaurant,AL,*,2020,4.06801908460736,Recommended
Irish pub,MS,**,2020,4.376623376623376,Recommended
Korean restaurant,WA,***,2016,4.3538461538461535,Recommended
DVD store,NM,*,2019,4.226190476190476,Recommended
Chicken wings restaurant,AL,**,2018,4.11120038660783,Recommended
Bistro,NH,***,2017,4.603432700993677,Highly recommended
Youth club,NM,*,2018,4.5,Recommended
Dress store,NM,**,2016,4.444444444444445,Recommended
Vietnamese restaurant,NM,*,2016,4.502311299293048,Highly recommended
Painting,MS,**,2021,4.707301587301587,Highly recommended
Home goods store,MS,*,2021,4.168692032327282,Recommended
Store,AL,***,2020,4.954545454545455,Highly recommended
Oyster bar restaurant,AL,**,2015,3.8275781955709114,Recommended
Shipping company,NH,**,2016,4.2,Recommended
Alternative fuel station,MS,**,2018,3.750892857142857,Recommended
Book store,Unknown,**,2019,4.59433962264151,Highly recommended
Basque restaurant,WA,***,2016,4.451612903225806,Recommended
Party store,AL,**,2021,4.046793697963288,Recommended
Home goods store,NH,**,2019,4.215414316709611,Recommended
Pizza restaurant,Unknown,**,2021,4.246211574541781,Recommended
Retaining wall supplier,MS,*,2015,4.0,Recommended
Catering,AL,**,2019,4.351355354762258,Recommended
Korean beef restaurant,WA,**,2020,4.805555555555555,Highly recommended
Donut shop,MS,*,2021,4.457877354952375,Recommended
Work clothes store,NM,**,2017,5.0,Highly recommended
Warehouse store,NH,**,2020,4.502722323049002,Highly recommended
Swimwear store,WA,**,2019,4.328471766671951,Recommended
Beauty product supplier,WA,**,2018,4.0799516908212565,Recommended
Jewelry repair service,NH,**,2020,3.475,Discreet
Creole restaurant,MS,**,2016,4.375034809245336,Recommended
Copy shop,NM,**,2018,4.011815475860217,Recommended
Barbecue restaurant,AL,*,2016,4.414524993083925,Recommended
Children's clothing store,NM,**,2019,4.33546676051899,Recommended
Home goods store,WA,**,2018,4.255787678937591,Recommended
Music store,NH,*,2018,4.087718271388158,Recommended
Novelty store,WA,*,2018,4.742738589211618,Highly recommended
Internet cafe,Unknown,**,2018,4.042553191489362,Recommended
German restaurant,WA,***,2019,4.5055555555555555,Highly recommended
Air conditioning repair service,AL,*,2016,1.0,Not recommended
Forklift rental service,WA,*,2020,4.0473684210526315,Recommended
Garden,AL,*,2018,3.5,Discreet
Chocolate factory,NH,**,2021,4.6,Highly recommended
Warehouse club,NM,*,2020,4.310190597855007,Recommended
Drug store,NM,*,2016,3.8580063404947307,Recommended
Goldsmith,NM,**,2021,4.043636363636364,Recommended
Telecommunications service provider,AL,*,2019,3.798445532082486,Recommended
